date,region,product,combined_name,volume_mmcfd
4/23/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-1900
4/23/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3928
4/23/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,136
4/23/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2608
4/23/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,328
4/23/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3928
4/23/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,322
4/23/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2113
4/23/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2243
4/23/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2608
4/23/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1049
4/23/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,599
4/23/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,126
4/23/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3656
4/23/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,328
4/23/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2113
4/23/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,126
4/23/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,6946
4/23/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-1900
4/23/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1630
4/23/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5393
4/23/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6375
4/23/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1630
4/23/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,1173
4/23/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,597
4/23/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,2842
4/22/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3939
4/22/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,336
4/22/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-1757
4/22/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,114
4/22/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2690
4/22/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3939
4/22/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,331
4/22/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2196
4/22/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,604
4/22/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2690
4/22/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,334
4/22/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2230
4/22/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1033
4/22/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,334
4/22/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3648
4/22/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2196
4/22/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,336
4/22/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-1757
4/22/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5644
4/22/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,6772
4/22/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1466
4/22/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,1041
4/22/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,728
4/22/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,2834
4/22/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6194
4/22/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1466
4/21/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,347
4/21/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,95
4/21/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3966
4/21/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2862
4/21/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-1857
4/21/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,278
4/21/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1931
4/21/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3966
4/21/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,567
4/21/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2862
4/21/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,541
4/21/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1122
4/21/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2195
4/21/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3182
4/21/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,347
4/21/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1931
4/21/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,541
4/21/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5854
4/21/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-1128
4/21/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,6541
4/21/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-1857
4/21/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,2761
4/21/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,930
4/21/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,998
4/21/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6177
4/21/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,1128
4/20/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,360
4/20/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2779
4/20/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-1824
4/20/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3847
4/20/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,126
4/20/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3847
4/20/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1929
4/20/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,344
4/20/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,555
4/20/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2779
4/20/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1181
4/20/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,487
4/20/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2316
4/20/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,360
4/20/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3312
4/20/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,487
4/20/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1929
4/20/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,6352
4/20/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-957
4/20/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-1824
4/20/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5990
4/20/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,840
4/20/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,918
4/20/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5979
4/20/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,957
4/20/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,2871
4/19/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2647
4/19/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,373
4/19/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3612
4/19/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,113
4/19/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-1882
4/19/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3612
4/19/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,334
4/19/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1976
4/19/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,488
4/19/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2619
4/19/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,472
4/19/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2647
4/19/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1175
4/19/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,472
4/19/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1976
4/19/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,373
4/19/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3310
4/19/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-850
4/19/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,6630
4/19/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-1882
4/19/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,6013
4/19/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,857
4/19/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3106
4/19/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,850
4/19/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,5870
4/19/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,1155
4/18/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,354
4/18/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3796
4/18/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-1914
4/18/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2838
4/18/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,114
4/18/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1911
4/18/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,352
4/18/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3796
4/18/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,563
4/18/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2838
4/18/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2871
4/18/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1361
4/18/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,480
4/18/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3417
4/18/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,354
4/18/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,480
4/18/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1911
4/18/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5414
4/18/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-654
4/18/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-1914
4/18/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,6890
4/18/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3434
4/18/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,654
4/18/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6009
4/18/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,860
4/18/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,1017
4/17/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3699
4/17/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,2820
4/17/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,141
4/17/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-1897
4/17/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,354
4/17/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2052
4/17/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3699
4/17/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,341
4/17/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,461
4/17/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,2820
4/17/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,562
4/17/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,1319
4/17/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,2856
4/17/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3801
4/17/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,354
4/17/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,461
4/17/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2052
4/17/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-886
4/17/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,4451
4/17/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,6660
4/17/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-1897
4/17/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,3418
4/17/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6195
4/17/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,894
4/17/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,837
4/17/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,886
